重庆润栎建筑劳务有限公司	106.559674,29.534276
重庆创传园林景观工程有限公司	106.699618,30.028972
重庆闯严装饰设计有限公司	106.520290,29.590880
重庆精气神装饰设计工程有限公司	106.547180,29.450131
重庆宾肯科技有限公司	106.519188,29.592445
重庆唐家桥污水处理有限公司	106.532292,29.566194
重庆禾景山水装饰工程有限公司	106.530450,29.584921
重庆新凡尔顿建材有限公司	106.308714,29.412731
重庆万冠开发建设有限公司	106.555340,29.055818
重庆琪龙物业管理服务有限公司	106.483283,29.592374
重庆聚多源农业开发有限公司	108.429158,30.757078
渝锨（重庆）建材有限公司	106.452038,29.526490
重庆春水园林景观设计有限公司	106.533840,29.375528
重庆泊逸尚装饰工程有限公司	106.665665,29.655310
重庆鲟耕农业发展有限公司	106.518880,29.380061
重庆玖瑜清洁服务有限公司	106.501667,29.601071
重庆佳驰运物业管理有限公司	106.368451,29.485537
重庆凯中虹建筑劳务有限公司	106.575340,29.531960
重庆登浩建材有限公司	106.496409,29.599168
重庆市博奥装饰设计工程有限公司	106.544165,29.559328
重庆优帅建筑劳务有限公司	106.577939,29.925773
重庆南韶建筑工程有限公司	106.485443,29.586006
重庆玛吉新材料有限公司	106.335116,29.627871
重庆华飞环境卫生服务有限公司	108.453959,30.766181
重庆辉茗科技有限公司	106.480977,29.585691
重庆飞盛建设工程有限公司	106.534716,29.570271
重庆琴思装饰工程有限公司	108.329160,30.862521
重庆市渝北区大湾镇金凤村生产互助农业股份合作社	106.780463,29.940056
重庆洁好通新能源技术开发有限公司	108.385769,30.779117
重庆家动力生物科技有限公司	106.492404,29.592851
重庆芸芸众生传媒有限公司	106.632183,29.498464
重庆百萃装饰工程有限公司	106.439453,29.554785
重庆盛添花木专业合作社	106.567922,29.896774
重庆双合木房地产营销策划有限公司	106.595314,29.594256
重庆沣裕实业有限公司	106.510810,29.538015
迎轩鸿程项目管理（重庆）有限公司	106.595680,29.547360
重庆市林汇环卫有限公司	108.392441,30.826372
重庆二元建筑工程有限公司	107.352945,30.319958
重庆珲迈实业有限公司	108.366114,30.890614
重庆达源环保设备有限公司	106.439803,29.822753
泊觉民宿经营管理（重庆）有限公司	106.583588,29.539364
重庆奇秋建筑工程有限公司	106.545439,29.538904
重庆四友鼎新农业有限公司	106.252638,29.273963
重庆爵木建设集团有限公司	108.403324,30.804170
重庆天意佳园艺有限公司	106.472348,29.565414
重庆正四建筑劳务有限公司	106.287555,29.264276
重庆贝轩林业有限公司	106.438863,29.825347
重庆殊鸿科技服务有限公司	106.569896,29.524992
重庆新翌新商贸有限公司	106.498346,29.570458
重庆冠迈龙建筑劳务有限公司	106.599011,29.684428
重庆疆海苗木销售中心	106.491011,29.583271
重庆荣标广告传媒有限公司	106.614602,29.683281
重庆极锐光科技有限公司	106.293261,29.608529
重庆明显光电科技有限公司	106.573137,29.516636
重庆紫阁引烟生态农业发展有限公司	106.920712,29.184076
重庆诚之峰装饰工程有限公司	106.570386,29.526151
重庆福乾机械设备租赁有限公司	106.542928,29.401564
重庆成根实业有限公司	108.386498,30.799312
重庆滟岚物业管理有限公司	108.387700,30.799547
重庆多木创寝电子商务有限公司	106.565544,29.529752
重庆恒吉文化传媒有限公司	106.560780,29.582784
重庆倾民建筑装饰工程有限公司	108.368914,30.817025
山脉地景园林景观设计（重庆）有限公司	106.475487,29.537957
重庆煦宇园林绿化有限公司	106.313161,29.672278
重庆本真装饰工程有限公司	106.637137,29.488369
重庆市碧郡环境卫生服务有限公司	106.262489,29.285806
重庆众传再生资源回收有限公司	106.472348,29.565414
重庆晟业文化传媒有限公司	106.505868,29.582581
重庆鹏丙盛商贸有限公司	106.593423,29.657342
重庆怡鱼堂园林有限公司	106.465563,29.590279
重庆极中极建筑装饰工程有限公司	106.304727,29.600543
重庆聚铭园林绿化工程有限公司	106.498748,29.562118
重庆圣睿文化传媒有限公司	查询失败
重庆航舰新舟广告有限公司	106.444014,29.636390
重庆纵御恒装饰设计工程有限公司	106.366971,29.612229
重庆槟泰物业管理有限公司	106.550328,29.519882
重庆市巴南区然鸟生态农业有限公司	106.919475,29.502005
重庆金润华章装饰工程有限公司	查询失败
重庆林评环保科技有限公司	106.451188,29.574223
重庆林易园林景观有限公司	106.581563,29.541563
博沃德科技（重庆）有限公司	106.389241,29.799692
重庆合业兴建筑劳务有限公司	106.560632,29.535714
重庆市汇途园农业专业合作社	106.301374,29.551834
重庆市巴南区鱼桥滩淡水鱼养殖场	106.551862,29.336933
重庆嘉晟环保工程有限公司	106.495270,29.584938
重庆发柱建筑劳务有限公司	108.380523,30.780671
重庆品恒生态农业发展有限责任公司	106.556050,29.596760
重庆诺贝琪装饰工程有限公司	106.533840,29.375528
重庆骏恒装饰工程有限公司	106.565971,29.528894
重庆金之源电力科技有限公司	106.523143,29.599044
重庆贺鹏实业有限公司	106.555151,29.577683
重庆仓辰科技有限公司	106.484741,29.734596
重庆锴洁环保科技有限公司	查询失败
重庆怀伟实业（集团）有限公司	106.578269,29.556276
重庆七只山兔农业发展有限公司	106.619547,29.663930
重庆傲园环保工程有限公司	106.578276,29.537108
重庆华贵装饰工程有限公司	106.547089,29.386899
重庆卓紫农业发展有限公司	106.791513,29.965136
重庆红高粱农业科技有限公司	108.392441,30.784777
重庆维昕生态农业开发有限公司	106.280879,29.275067
重庆德港建筑装饰工程有限公司	106.540297,29.584917
重庆曙旺建材有限公司	108.343818,30.607403
重庆木皓品建筑劳务有限公司	108.355314,30.821484
重庆乾元建筑设备有限责任公司	106.581213,29.716104
重庆林屿城景观规划设计有限公司	106.338942,29.615819
重庆市义诚应急救援有限公司	106.571693,29.520719
重庆志桃园林绿化工程有限公司	106.482549,29.566402
重庆君豪花木种植有限公司	106.615782,29.916658
重庆铁森建筑劳务有限公司	106.569313,29.525601
重庆融柴工程机械租赁有限公司	107.352945,30.319958
重庆龙湖智慧科技有限公司	106.293300,29.606352
重庆市谨臻商务信息咨询有限公司	106.535458,29.573688
绿动呼吸（重庆）环保科技有限公司	106.533538,29.570281
重庆攀瑞建筑装饰工程有限公司	106.711073,29.733011
重庆晋丰工程科技有限公司	106.553627,29.531655
重庆首迈园林绿化工程有限公司	108.346868,30.771099
重庆创美城市管理服务有限公司	106.544452,29.399161
重庆玖熙科贸有限公司	106.566754,29.539534
重庆一点到家保洁服务有限公司	106.452466,29.564850
重庆市毅峯土石方机械工程有限公司	106.271051,29.277788
重庆爱丽斯花卉有限公司	106.659553,29.606497
重庆点线面装饰工程有限公司	106.544459,29.402104
重庆铭将建设有限公司	106.270593,29.412832
重庆郎洁环保科技有限公司	106.550223,29.556296
重庆技兄艺弟装饰工程有限公司	106.573007,29.508906
重庆盛世佳诚园林有限公司	106.692593,29.309090
重庆拾元品文化传媒有限公司	108.371259,30.823710
重庆旺森琴建设有限公司	106.472348,29.565414
重庆华兆广告传播有限公司	106.575829,29.554610
重庆亚拉伯贸易有限公司	106.508339,29.460515
重庆梦博花木专业合作社	106.561845,29.900655
重庆志之远装饰工程有限公司	106.506110,29.581114
重庆恺之峰旅游研究院有限公司	106.623532,29.671865
重庆佳悦兴实业有限公司	106.561228,29.533425
重庆风莎度装饰工程有限公司	108.380199,30.802225
重庆草树云山广告文化传播有限公司	106.372407,29.762421
重庆鸿科建筑设备租赁有限公司	106.371092,29.484668
重庆洲乙馨装饰工程设计有限公司	108.398349,30.775043
重庆晨河农业开发有限公司	106.612869,29.419836
重庆市花青环卫服务有限公司	106.696127,29.670056
重庆聚小鲜农业发展有限公司	106.306404,29.396567
重庆迎祥智慧科技有限公司	106.216145,29.222135
重庆市渝北区壹好友优家政服务有限公司	106.606651,29.682123
重庆玖拓装修工程有限公司	108.384684,30.807795
重庆市巴南区一河源农业发展有限公司	106.533804,29.463912
重庆路升科技有限公司	106.447064,29.669263
重庆黔佰建筑工程有限公司	106.577469,29.726384
重庆载德园林工程有限公司	106.544218,29.530202
重庆云洁生态环境科技有限公司	106.472348,29.565414
重庆祥哥物业服务有限公司	106.462946,28.733826
绿水清山环保科技（重庆）有限公司	106.605240,29.625856
重庆洁丽朗丽环保科技有限公司	106.263535,29.280312
重庆畅阔建筑劳务有限公司	106.248923,29.284318
重庆平正园林专业合作社	106.401592,29.779599
重庆五宝园林景观工程有限公司	106.846611,29.624839
重庆彩露信息技术有限公司	查询失败
重庆振天建筑工程有限公司	106.614359,29.625717
重庆峡口家政服务有限公司	106.668974,29.562183
重庆金单实业有限公司	106.514521,29.583484
重庆良田房地产经纪有限公司	106.458957,29.564305
重庆曼索贸易有限公司	106.491883,29.579625
重庆融得来投资有限公司	106.570072,29.557015
中水信鸿企业管理（重庆）有限公司	106.529083,29.584479
重庆旭柳贸易有限公司	106.388566,29.635175
重庆东东环保科技有限公司	106.548086,29.514130
重庆西玥花木种植场	106.344200,29.724261
重庆旭鹏机电设备有限公司	106.429378,29.344299
重庆市作为农副产品配送中心	106.569963,29.897886
重庆市碛乐建筑工程有限公司	106.928437,29.720637
重庆市江津区蓬田菌业有限公司	106.559695,29.045408
重庆市家泰环境科技有限公司	106.595314,29.594256
重庆恒运丰项目管理有限公司	106.491011,29.583271
重庆亨谭商贸有限公司	106.595013,29.676218
重庆耐德新明和工业有限公司	106.620178,29.393184
重庆大音希声农业发展有限公司	106.495011,29.588477
重庆市固体废物管理服务中心有限公司	106.565449,29.555070
重庆多粒米餐饮管理有限公司	108.393664,30.787875
重庆市亚汇园林绿化有限公司	106.445122,29.822616
重庆紫卉文化创意有限公司	查询失败
重庆篱戈环境工程有限公司	106.550328,29.519882
重庆达瑞环保工程有限公司	106.364186,29.612152
重庆德图堡新材料科技有限公司	106.548291,29.522098
重庆虎东园林景观工程有限公司	108.308250,30.825500
重庆红苕弯建筑劳务有限公司	106.499123,29.542858
重庆淇奥之星物业服务有限公司	106.492376,29.590250
重庆方印装饰设计工程有限公司	106.471102,29.577843
重庆漫威装饰设计有限公司	106.456878,29.541145
重庆缙葆实业有限公司	106.367665,29.762964
悦兰（重庆）文化产业发展有限公司	106.547928,29.559138
重庆盛之奕建筑工程有限公司	106.258608,29.286770
重庆晨虹建筑工程有限公司	106.309508,29.598901
重庆紫玥健康管理有限公司	106.568659,29.524087
重庆钲宏西建筑工程有限公司	106.574073,29.518795
重庆新茂佳科技有限公司	106.554367,29.501312
重庆玖千玺建筑工程设计有限公司	106.630403,29.477960
重庆保洪物业管理有限公司	106.439352,29.524754
重庆兆嘉智慧科技有限公司	106.506403,29.536357
重庆森美环卫有限公司	106.601443,29.718311
重庆旭动体育设施有限公司	106.331421,29.409661
重庆晓瑞森建筑劳务有限公司	106.616210,29.716171
重庆均彦装饰工程有限公司	106.572165,29.513240
重庆锦千物业管理有限公司	查询失败
重庆行鹿逸商贸有限公司	106.594179,29.660217
重庆惠之家装饰工程有限公司	106.434511,29.627485
重庆创刊建设工程有限公司	106.569643,29.531087
重庆繁茂吊装有限公司	106.299748,29.461105
重庆壹捌伍机电设备安装工程有限公司	106.328530,29.418860
重庆西蜀农业开发有限公司	106.583113,29.251914
重庆全方世景科技有限公司	106.595314,29.594256
重庆市晨语环境园林绿化工程有限公司	106.516855,29.575921
重庆国达环保工程有限公司	108.392549,30.826925
重庆深鸿甫工程管理有限公司	106.563186,29.512987
重庆凯仁建筑劳务有限公司	106.514156,29.473096
重庆鼎典建筑工程加固技术有限公司	106.525336,29.583631
重庆欣圣仁农业发展有限公司	106.569233,29.561673
重庆玉贵建筑劳务有限公司	106.597418,29.646918
重庆烁平建筑劳务有限公司	108.376675,30.811596
重庆巨琦工程设备租赁有限公司	106.457779,29.534175
重庆统祥物业管理有限公司	106.575865,29.518120
重庆诚泽勘测设计有限公司	106.635160,29.676398
重庆航康环保科技有限公司	106.450794,29.540721
重庆鑫之亿建筑装饰工程有限公司	106.472348,29.565414
重庆亦品文化传媒有限公司	106.444717,29.568450
重庆善淳环保科技有限公司	106.436139,29.524582
重庆恒海物业管理有限公司	106.547752,29.513717
